t,value
0.0,0.04967141530112327
0.05002501250625312,0.03617772038505657
0.10005002501250625,0.1646520454277718
0.15007503751875936,0.3018153126219261
0.2001000500250125,0.1753520480138502
0.2501250625312656,0.2241114362645451
0.3001500750375187,0.4535848570430597
0.35017508754377186,0.41980574757500344
0.400200100050025,0.34265520026874036
0.4502251125562781,0.48942422939603514
0.5002501250625312,0.4333032597167958
0.5502751375687843,0.4763487953111129
0.6003001500750375,0.5890863996603263
0.6503251625812906,0.4141172059351659
0.7003501750875437,0.4719936931629827
0.7503751875937968,0.6256844797032287
0.80040020010005,0.6163517435075058
0.8504252126063031,0.7829857036270298
0.9004502251125562,0.6928042870926185
0.9504752376188094,0.6724614804765103
1.0005002501250624,0.9883060426957271
1.0505252626313155,0.8451068313498353
1.1005502751375686,0.8982096482557429
1.1505752876438218,0.7705239683613209
1.200600300150075,0.8778181689811133
1.250625312656328,0.960273867843712
1.3006503251625812,0.8486325851265524
1.3506753376688343,1.0134408406110864
1.4007003501750874,0.9255046558283475
1.4507253626813406,0.9636307631040284
1.5007503751875937,0.937377123990897
1.5507753876938468,1.1850274061441897
1.6008004002001,0.998200189083075
1.650825412706353,0.8910282885936747
1.7008504252126062,1.0738093704721416
1.7508754377188593,0.8617451615173519
1.8009004502251125,0.9945290114260367
1.8509254627313656,0.7650527304640933
1.9009504752376187,0.8131737766707324
1.9509754877438719,0.9482842897960453
2.0010005002501248,0.9827272747769653
2.051025512756378,0.9040258942996309
2.101050525262631,0.8511137086006558
2.151075537768884,0.8061992334562874
2.2011005502751373,0.6599960402172963
2.2511255627813904,0.705381234480618
2.3011505752876436,0.6988742409340634
2.3511755877938967,0.8163589830569492
2.40120060030015,0.7089392077843479
2.451225612806403,0.460516202544064
2.501250625312656,0.6298781427957318
2.551275637818909,0.518116188209821
2.6013006503251623,0.446694223434883
2.6513256628314155,0.5320290749974449
2.7013506753376686,0.5292583350694132
2.7513756878439217,0.4735170916687218
2.801400700350175,0.24974629848581237
2.851425712856428,0.2551909534696608
2.901450725362681,0.2709668274496297
2.9514757378689342,0.28652821813072715
3.0015007503751874,0.09171669430348088
3.0515257628814405,0.07137927131430187
3.1015507753876936,-0.07060231854504254
3.1515757878939468,-0.12960363088824361
3.2016008004002,0.021280443611418544
3.251625812906453,0.02581274317526827
3.301650825412706,-0.166576647313387
3.3516758379189593,-0.10818796618111536
3.4017008504252124,-0.2210215082198388
3.4517258629314655,-0.3696974689248863
3.5017508754377187,-0.3162827476390971
3.551775887943972,-0.2449737126869382
3.601800900450225,-0.44771730136826354
3.651825912956478,-0.33191644384994656
3.701850925462731,-0.7933795127755852
3.7518759379689843,-0.4909093801534259
3.8019009504752375,-0.604655668152805
3.8519259629814906,-0.6819872389912309
3.9019509754877437,-0.6800050478396246
3.951975987993997,-0.9233083210794686
4.0020010005002495,-0.7800761093119531
4.052026013006503,-0.7540583808959058
4.102051025512756,-0.6716649632184677
4.152076038019009,-0.898915860691015
4.202101050525262,-0.9534532709541091
4.252126063031516,-0.9461114492540398
4.302151075537768,-0.8254857540022061
4.352176088044022,-0.9029466950175586
4.402201100550275,-1.0052522590885211
4.452226113056528,-0.9150213519836363
4.502251125562781,-0.9682944132938406
4.552276138069034,-0.8903448002016416
4.602301150575287,-1.0641517617034792
4.652326163081541,-1.030962985848354
4.702351175587793,-1.0391604369736474
4.752376188094047,-1.1455521129476194
4.8024012006003,-0.9663396068959221
4.852426213106553,-0.9641052727383178
4.902451225612806,-0.9814811319856601
4.9524762381190595,-0.9947759430990939
5.002501250625312,-1.0997488397535433
5.052526263131566,-0.9847734068971316
5.102551275637818,-0.9591187965542556
5.152576288144072,-0.9848995925045152
5.202601300650325,-0.8983614864761458
5.252626313156578,-0.8171815502074775
5.302651325662831,-0.6421761016987171
5.3526763381690845,-0.7844663347282637
5.402701350675337,-0.7452921029962041
5.452726363181591,-0.7456856151400929
5.5027513756878434,-0.8954649622801436
5.552776388194097,-0.6698256827455326
5.60280140070035,-0.6230684718847663
5.652826413206603,-0.34311050494789264
5.702851425712856,-0.5675392820952296
5.7528764382191095,-0.4756450771762616
5.802901450725362,-0.46550211313851125
5.852926463231616,-0.5339738725065414
5.9029514757378685,-0.2568553288096754
5.952976488244122,-0.24904726961483065
